tweet_id,retweet_count,favorite_count
667530908589760512,234,460
667524857454854144,1095,1675
667517642048163840,189,366
667509364010450944,2096,6705
667502640335572993,216,528
667495797102141441,263,510
667491009379606528,223,526
667470559035432960,97,252
667455448082227200,59,188
667453023279554560,88,306
667443425659232256,566,770
667437278097252352,232,444
667435689202614272,83,303
667405339315146752,218,458
667393430834667520,53,190
667369227918143488,161,359
667211855547486208,241,484
667200525029539841,257,602
667192066997374976,102,380
667188689915760640,408,732
667182792070062081,6091,14151
667177989038297088,55,188
667176164155375616,455,604
667174963120574464,80,237
667171260800061440,85,218
667165590075940865,1120,2640
667160273090932737,61,253
667152164079423490,16721,46991
667138269671505920,2165,4538
667119796878725120,127,324
667090893657276420,124,329
667073648344346624,122,394
667070482143944705,14,82
667065535570550784,46,163
667062181243039745,52,213
667044094246576128,49,181
667012601033924608,216,440
666996132027977728,91,240
666983947667116034,965,2509
666837028449972224,544,799
666835007768551424,79,208
666826780179869698,93,247
666817836334096384,245,504
666804364988780544,91,230
666786068205871104,477,739
666781792255496192,186,375
666776908487630848,171,339
666739327293083650,64,228
666701168228331520,213,423
666691418707132416,46,184
666649482315059201,601,1095
666644823164719104,77,226
666454714377183233,204,503
666447344410484738,19,99
666437273139982337,46,119
666435652385423360,52,160
666430724426358785,188,306
666428276349472768,81,158
666421158376562688,111,309
666418789513326592,44,118
666411507551481857,316,425
666407126856765440,37,103
666396247373291520,81,160
666373753744588802,86,179
666362758909284353,543,749
666353288456101888,71,211
666345417576210432,130,282
666337882303524864,88,189
666293911632134144,336,482
666287406224695296,63,141
666273097616637952,75,166
666268910803644416,32,99
666104133288665088,6224,13854
666102155909144576,11,75
666099513787052032,63,147
666094000022159362,69,158
666082916733198337,42,109
666073100786774016,153,310
666071193221509120,55,140
666063827256086533,205,457
666058600524156928,56,108
666057090499244032,133,281
666055525042405380,229,421
666051853826850816,814,1177
666050758794694657,56,129
666049248165822465,41,103
666044226329800704,135,286
666033412701032449,43,121
666029285002620928,46,125
666020888022790149,487,2491
